Topic,Count,Name,Representation,Representative_Docs
248,25,248_north_hit_west_sword,"['north', 'hit', 'west', 'sword', 'seen', 'lake', 'uh let', 'alex', 'alive', 'oh hello']","['No, I was wrong. The looming threat of being crushed under a pile of lumber does add a certain spice. I’ve never felt so alive. Oh, hello, Alex. Uh, let me go get you last night’s recordings.', 'Go north. You can’t go that way. Go west. A troll blocks your passage. Okay, fasten your seatbelts, kill troll. With what? With sword. You don’t have the sword. Good golly, it’s as if it’s actually happening to me.', 'Go north. You can’t go that way. Go west. A troll blocks your passage. Okay, fasten your seatbelts, kill troll. With what? With sword. You don’t have the sword. Good golly, it’s as if it’s actually happening to me.']"
249,25,249_win_won_draw_doesn matter,"['win', 'won', 'draw', 'doesn matter', 'picked', 'possibly', 'congratulations', 'calling', 'looks like', 'kid']","['That trophy is meaningless, I forfeited, therefore you did not win.', 'So, I win.', 'So, I win.']"
250,25,250_sign_signed_replace_unacceptable,"['sign', 'signed', 'replace', 'unacceptable', 'unique', 'apart', 've decided', 'object', 'copy', 'term']","['Good for you. Sign here.', 'You have to sign this.', 'You have to sign this.']"
251,25,251_respect_money_oh better_mail,"['respect', 'money', 'oh better', 'mail', 'debt', 'betrayed', 'education', 'points', 'defence', 'touching']","['In my defence, I prefaced that by saying “with all due respect.”', 'Oh, I’ve always valued education over money. And the very fact that you needed a written guarantee of respect made me realize how dismissive I’ve been of your contributions.', 'Oh, I’ve always valued education over money. And the very fact that you needed a written guarantee of respect made me realize how dismissive I’ve been of your contributions.']"
252,24,252_talk_want talk_right don_audience,"['talk', 'want talk', 'right don', 'audience', 'barely', 'oh wait', 'perfectly', 'later', 'important', 'discuss']","['Would you like to talk about it?', 'What do you want to talk about?', 'What do you want to talk about?']"
253,24,253_apartment_spider_rocket_mmm,"['apartment', 'spider', 'rocket', 'mmm', 'placed', 'bear', 'places', 'flip', 'dollar', 'shot']","['Well, admittedly, this brushes up against my well-known aversions to heat, small places, going below floor-level, dampness, hatches, ladders, darkness, echoes, and eliminating in Home Depot buckets. That last one is quite new, but I have a feeling that’s gonna rocket to the top of the list.', 'Already taken care of. Observe. This is a live shot of Kripke’s lab via a mini webcam I was able to install, thanks to a dollar bill discreetly placed in the night janitor’s shirt pocket. At the same time, I also secured large quantities of these chemicals above the tiles in the drop ceiling.', 'Already taken care of. Observe. This is a live shot of Kripke’s lab via a mini webcam I was able to install, thanks to a dollar bill discreetly placed in the night janitor’s shirt pocket. At the same time, I also secured large quantities of these chemicals above the tiles in the drop ceiling.']"
254,24,254_sleep_hours_pure_midnight,"['sleep', 'hours', 'pure', 'midnight', 'occurred', 'gold', 'alex', 'fall', 'singing', 'happened']","['What happened to the Leonard Hofstadter who waited in line with me for 14 hours to see the midnight premiere of Star Trek: Nemesis?', 'Well, you remember when you told me I talk in my sleep? Well, it occurred to me that, like most things I say, it’s probably pure gold. So I started recording it all, and now Alex gets to comb through eight hours of what I like to call Sheldon After Dark.', 'Well, you remember when you told me I talk in my sleep? Well, it occurred to me that, like most things I say, it’s probably pure gold. So I started recording it all, and now Alex gets to comb through eight hours of what I like to call Sheldon After Dark.']"
255,24,255_precious_going tell_tuesday_week,"['precious', 'going tell', 'tuesday', 'week', 'cat', 'hate', 'job', 'times', 'reason', 'problem']","['I think that’s a week from Tuesday at six.', 'Yes. But not as good as I’m going to when I tell you that your precious Garfield has no reason to hate Mondays. He’s a cat. He doesn’t have a job.', 'Yes. But not as good as I’m going to when I tell you that your precious Garfield has no reason to hate Mondays. He’s a cat. He doesn’t have a job.']"
256,24,256_did did_managed_did oh_situation,"['did did', 'managed', 'did oh', 'situation', 'deal', 'telling', 'sir', 'said said', 'did', 'said']","['How did you deal with it?', 'You managed the situation?', 'You managed the situation?']"
257,24,257_video games_mit_jewish_perform,"['video games', 'mit', 'jewish', 'perform', 'solve', 'master', 'available', 'french', 'know know', 'games']","['Well, don’t worry. He went to MIT. He can solve any problem, as long as it doesn’t originate in a Russian man’s colon.', 'Don’t be silly. Howard, you do not have a PhD, your cologne is an assault on the senses and you’re not available for video games during the Jewish high holidays.', 'Don’t be silly. Howard, you do not have a PhD, your cologne is an assault on the senses and you’re not available for video games during the Jewish high holidays.']"
258,24,258_oh come_come oh_funny_bad,"['oh come', 'come oh', 'funny', 'bad', 'idea', 'come', 'oh', '', '', '']","['See, that’s funny because…', 'Oh, come on! Why not?', 'Oh, come on! Why not?']"
259,24,259_giant_animal_zoo_record,"['giant', 'animal', 'zoo', 'record', 'weight', 'square', 'strength', 'reference', 'flower', 'cute']","['For the record, giant rats are possible.', 'You are ignoring the square-cube law. The giant ant would be crushed under the weight of its own exoskeleton. And for the record, the appropriate ranking of cool modes of transportation is jet pack, hoverboard, transporter, Batmobile, and then giant ant.', 'You are ignoring the square-cube law. The giant ant would be crushed under the weight of its own exoskeleton. And for the record, the appropriate ranking of cool modes of transportation is jet pack, hoverboard, transporter, Batmobile, and then giant ant.']"
260,24,260_colour_green_blue_yellow,"['colour', 'green', 'blue', 'yellow', 'cars', 'jealous', 'red', 'combination', 'lonely', 'stopped']","['It’s only one colour.', 'Red is angry, yellow is frightened, green is jealous and blue is depressed. Perhaps we can assign a colour to lonely.', 'Red is angry, yellow is frightened, green is jealous and blue is depressed. Perhaps we can assign a colour to lonely.']"
261,24,261_dark_matter_babies_solve,"['dark', 'matter', 'babies', 'solve', 'struggling', 'holes', 'exciting', 'solved', 'hoping', 'pretend']","['Okay. ‘Cause if I had to pick now, I’d probably go with dark matter because…', 'No, it’s fine. Now I can devote all my time to dark matter.', 'No, it’s fine. Now I can devote all my time to dark matter.']"
262,24,262_settled_reached_finished_count,"['settled', 'reached', 'finished', 'count', 'season', 'quality', 'past', 'oh just', 'hell', 'going work']","['Well, then it’s settled.', 'Well, then, it’s settled?', 'Well, then it’s settled.']"
263,23,263_bat_drug_leads_evolutionary,"['bat', 'drug', 'leads', 'evolutionary', 'stock', 'enjoys', 'opposite', 'remind', 'market', 'standard']","['And how do you propose to do that? Uh, hope you’re not thinking about some sort of LSD thought control. Because there’s only one mind-expanding drug that this man enjoys, and that’s called school.', 'Ah, the talking cure. Classical Freudian, good choice. If it will help speed things along, uh, my answers to the standard Rorschach ink blot test are A, a bat, B, a bat, C, a bat, and D, my father killing my mother with a hypodermic needle.', 'Ah, the talking cure. Classical Freudian, good choice. If it will help speed things along, uh, my answers to the standard Rorschach ink blot test are A, a bat, B, a bat, C, a bat, and D, my father killing my mother with a hypodermic needle.']"
264,23,264_um_rendered_moot_events,"['um', 'rendered', 'moot', 'events', 'recent', '', '', '', '', '']","['Um…', 'Um…', 'Um.']"
265,23,265_hi_buddy_hey_,"['hi', 'buddy', 'hey', '', '', '', '', '', '', '']","['Hi.', 'Hi.', 'Hi.']"
266,23,266_yeah ll_box_let_celebrate,"['yeah ll', 'box', 'let', 'celebrate', 'catch', 'excellent', 'word', 'don want', 'll make', 'okay']","['Let’s box it up.', 'Yeah. Here. I’ll catch you up.', 'Yeah. Here. I’ll catch you up.']"
267,23,267_uses_accept_egg_cousin,"['uses', 'accept', 'egg', 'cousin', 've given', 'drug', 'opened', 'lonely', 'apart', 'penny just']","['Have you seen Penny eat Chinese food, she uses a fork, and she double dips her egg rolls.', 'Well, if we accept your premise, and also accept the highly improbable assumption that Penny is the only woman in the world for you then we can logically conclude that the result of blowing it would be that you end up a lonely, bitter old man with no progeny. The image of any number of evil lighthouse keepers from Scooby Doo cartoons comes to mind.', 'Well, if we accept your premise, and also accept the highly improbable assumption that Penny is the only woman in the world for you then we can logically conclude that the result of blowing it would be that you end up a lonely, bitter old man with no progeny. The image of any number of evil lighthouse keepers from Scooby Doo cartoons comes to mind.']"
268,23,268_shirt_yes does_oh like_establish,"['shirt', 'yes does', 'oh like', 'establish', 'red', 'stars', 'good idea', 'company', 'attempting', 'choose']","['Oh, like a charm, unnamed crewman in a red shirt.', 'Well, now, but do you think that’s a good idea? Uh, you know Star Trek. Should a guy with no name and a red shirt really go on an expedition?', 'Well, now, but do you think that’s a good idea? Uh, you know Star Trek. Should a guy with no name and a red shirt really go on an expedition?']"
269,23,269_coming_want want_friendly_come,"['coming', 'want want', 'friendly', 'come', 'seat', 'picture', 'subject', 'exciting', 'ow', 'think ll']","['Coming!', 'I’m coming.', 'Coming.']"
270,23,270_ceremony_strikes_provided_perform,"['ceremony', 'strikes', 'provided', 'perform', 'tuesday', 'english', 'fear', 'fine ll', 'language', 'bat']","['No weapon strikes more fear into a man’s heart than a Klingon bat’leth.', 'I’ll do it, provided I can perform the ceremony in Klingon.', 'I’ll do it, provided I can perform the ceremony in Klingon.']"
271,23,271_fine_good good_works_asking,"['fine', 'good good', 'works', 'asking', 'love', 'isn', 'thank', 'good', 'sorry', 'okay']","['Fine.', 'Fine.', 'Fine.']"
272,23,272_propose_alright_strikes_goodbye,"['propose', 'alright', 'strikes', 'goodbye', 'paradigm', 'request', 'suggests', 'pay', 'forward', 'fair']","['What do you propose?', 'I would like to propose that the three of you accompany me.', 'I would like to propose that the three of you accompany me.']"
273,23,273_smart_kids_clearly_thrown,"['smart', 'kids', 'clearly', 'thrown', 'strangers', 'real', 'feel like', 'dumb', 'gotten', 'credit']","['We’re not. This time you’re the smart kid doing all the work while the even smarter kids sit back and watch.', 'Yeah, well, we’re not. We’re an imaginary landing party who had real-life garbage thrown at us by real-life strangers who think we’re idiots. And to tell you the truth, I’m starting to feel like one. I want to go home now.', 'Yeah, well, we’re not. We’re an imaginary landing party who had real-life garbage thrown at us by real-life strangers who think we’re idiots. And to tell you the truth, I’m starting to feel like one. I want to go home now.']"
274,23,274_coitus_blow_barely_sub,"['coitus', 'blow', 'barely', 'sub', 'attitude', 'constant', 'technically', 'kidding', 'mistake', 'll tell']","['Interesting. So it went beyond the mere fact of coitus to a blow by blow, as it were.', 'He must be very skilled at coitus.', 'He must be very skilled at coitus.']"
275,23,275_quantum_focus_early_wasting,"['quantum', 'focus', 'early', 'wasting', 'universe', 'south', 'pole', 'mask', 'fantasy', 'mass']","['A word of warning. My guest is a noted physicist and the leading expert on quantum cosmology, so please try to avoid wasting her time with female jibber jabber.', 'Who knows? I haven’t watched any scary movies recently. I’m no longer obsessing over why the predicted mass of the quantum vacuum has little effect on the expansion of the universe. And it’s been weeks since I took that accidental sip of Red Bull.', 'Who knows? I haven’t watched any scary movies recently. I’m no longer obsessing over why the predicted mass of the quantum vacuum has little effect on the expansion of the universe. And it’s been weeks since I took that accidental sip of Red Bull.']"
276,23,276_yeah yeah_yeah__,"['yeah yeah', 'yeah', '', '', '', '', '', '', '', '']","['Yeah.', 'Yeah. Yeah.', 'Yeah. Yeah.']"
277,23,277_comfortable_lie_know feel_makes feel,"['comfortable', 'lie', 'know feel', 'makes feel', 'think know', 'feel', 'oh hello', 'broken', 'know just', 'hurt']","['Hmm, I’m still not comfortable. Of course. There’s too many people here.', 'Are you comfortable?', 'I feel very comfortable around you.']"
278,23,278_shoes_toes_smaller_delightful,"['shoes', 'toes', 'smaller', 'delightful', 'exercise', 'average', 'shopping', 'size', 'planning', 'likely']","['These are my own bowling shoes.', 'Without shoes?', 'These are my own bowling shoes.']"
279,23,279_soup_felt_terrible_tried,"['soup', 'felt', 'terrible', 'tried', 'bedroom', 'presence', 'neat', 'smaller', 'know feel', 'taking']","['I tried reaching out to my mother, but she was in Bible study. Leonard’s mother is on a book tour. My Mee-Maw was taking a nap, and after a while Siri started repeating her answers.', 'Fine. Leonard made me soup, and I was mean to him. Hey, I felt a little something. Let me try again. Leonard made me soup, and I was mean to him. I was mean to him. He must have felt terrible. Oh, now I feel terrible. Neat.', 'Fine. Leonard made me soup, and I was mean to him. Hey, I felt a little something. Let me try again. Leonard made me soup, and I was mean to him. I was mean to him. He must have felt terrible. Oh, now I feel terrible. Neat.']"
280,23,280_bazinga_excited_kid_hide,"['bazinga', 'excited', 'kid', 'hide', 'yes oh', 'nervous', 'mountain', 'emotions', 'valentine', 'scared']","['Bazinga. I don’t care.', 'Bazinga.', 'Bazinga.']"
281,23,281_mask_spirit_great idea_sake,"['mask', 'spirit', 'great idea', 'sake', 'oh going', 'idea', 'surprise', 'stupid', 'play', 'certainly']","['Oh, an excellent idea! I could certainly use a break.', 'That’s a great idea. And in the spirit of our new arrangement, I will mask my surprise that you came up with it.', 'That’s a great idea. And in the spirit of our new arrangement, I will mask my surprise that you came up with it.']"
282,23,282_chair_floor_remove_health,"['chair', 'floor', 'remove', 'health', 'wheel', 'rid', 'safety', 'foot', 'walking', 'room']","['For your safety, please wait in my apartment as I call the authorities so they may remove the chair of death.', 'You need to remove that chair from the building. It’s a health hazard.', 'You need to remove that chair from the building. It’s a health hazard.']"
283,23,283_going going_happening_really don_wrong,"['going going', 'happening', 'really don', 'wrong', 'started', 'drink', 'don understand', 'going', 'hey', 'understand']","['Hey, now, wait. Have we started? Do I drink? What is happening?', 'Why? I really don’t understand what’s happening here.', 'Why? I really don’t understand what’s happening here.']"
284,23,284_did say_oh did_say_purpose,"['did say', 'oh did', 'say', 'purpose', 'did', 'say say', 'says', 'true', 'actually', 'hey']","['What did he say?', 'What did he say?', 'What did they say?']"
285,22,285_thank_thanks_challenge_accepted,"['thank', 'thanks', 'challenge', 'accepted', 'charge', 'understanding', 'seeing', 'driving', 'notice', 'short']","['Thank you for the clarification.', 'Thanks for seeing me on such short notice.', 'Thanks for seeing me on such short notice.']"
286,22,286_progress_feel better_make feel_toes,"['progress', 'feel better', 'make feel', 'toes', 'know sure', 'let ask', 'better', 'sorry just', 'essentially', 'just want']","['Why would that make me feel better?', 'I’m sorry. I just want you to get better as soon as possible. And with that goal in mind, let me ask you a question. Do you believe in the placebo effect?', 'I’m sorry. I just want you to get better as soon as possible. And with that goal in mind, let me ask you a question. Do you believe in the placebo effect?']"
287,22,287_friendship_behaviour_apology_entitled,"['friendship', 'behaviour', 'apology', 'entitled', 've come', 'benefits', 'longer', 'written', 'buddy', 'extremely']","['Oh, that was wildly carcinogenic. Anyway, it’s too bad you’re no longer entitled to the full benefits of my friendship, because I happen to be extremely prepared for such an emergency. Please try not to see anything by this light. It’s not for you.', 'It’s by way of an apology for my recent behaviour. I’ve had some time to reflect and I’ve come to realize that friendship is not an aggregation of written agreements. It’s a result of two people respecting and caring for each other. Butterscotch scone?', 'It’s by way of an apology for my recent behaviour. I’ve had some time to reflect and I’ve come to realize that friendship is not an aggregation of written agreements. It’s a result of two people respecting and caring for each other. Butterscotch scone?']"
288,22,288_absolutely_hardly_certainly_sure,"['absolutely', 'hardly', 'certainly', 'sure', 'possibly', 'really', '', '', '', '']","['Absolutely not.', 'Absolutely not.', 'Absolutely.']"
289,22,289_yes yes_peace_yes_,"['yes yes', 'peace', 'yes', '', '', '', '', '', '', '']","['Yes?', 'Yes? Peace?', 'Yes? Peace?']"
290,22,290_remove_right going_anybody_master,"['remove', 'right going', 'anybody', 'master', 'fine ll', 'stuff', 'return', 'away', 'giving', 'tonight']","['I’ll leave it up to the dungeon master.', 'All right, if you’re not going to remove it, I’ll remove it for you.', 'All right, if you’re not going to remove it, I’ll remove it for you.']"
291,22,291_chinese_yes oh_bean_oh fun,"['chinese', 'yes oh', 'bean', 'oh fun', 'evolved', 'included', 'defence', 'popular', 'term', 'early']","['Why do you have the Chinese character for soup tattooed on your right buttock?', 'Yes, there is. Oh, here’s a fun fact, ketchup started out as a general term for sauce, typically made of, uh, mushrooms or fish brine with herbs and spices. Some popular early main ingredients included blueberry, anchovy, oyster, kidney bean and grape.', 'Yes, there is. Oh, here’s a fun fact, ketchup started out as a general term for sauce, typically made of, uh, mushrooms or fish brine with herbs and spices. Some popular early main ingredients included blueberry, anchovy, oyster, kidney bean and grape.']"
292,22,292_company_modern_buying_ll let,"['company', 'modern', 'buying', 'll let', 'weak', 'strongly', 'culture', 'internal', 'half', 'unit']","['You’re thinking of the moving assembly line, an understandable but not excusable mistake. No. The moving assembly line, that was introduced by Henry Ford in 1908. That innovation is what made possible our modern consumer culture by enabling a low-unit cost for manufactured goods. I guess that isn’t one of the topics discussed on your Radiohead.', 'I believe the Internal Revenue Service would strongly disagree. But, if you took advantage of modern marketing techniques, and you optimized your manufacturing process, you might be able to make this a viable business.', 'I believe the Internal Revenue Service would strongly disagree. But, if you took advantage of modern marketing techniques, and you optimized your manufacturing process, you might be able to make this a viable business.']"
293,22,293_friendship_oh thought_led_friends,"['friendship', 'oh thought', 'led', 'friends', 'given understand', 'clause', 'depends', 'favour', 'request', 'friendly']","['Then I hereby invoke what I’m given to understand is an integral part of the implied covenant of friendship. The favour.', 'Then I hereby invoke what I’m given to understand is an integral part of the implied covenant of friendship. The favour.', 'Fine. In the interest of preserving our friendship…']"
294,22,294_miss_forget_haven_yeah ll,"['miss', 'forget', 'haven', 'yeah ll', 'equals', 'valentine', 'make sure', 'tuesday', 'stopped', 'love']","['I miss you, too.', 'I miss you as well.', 'I miss you, too.']"
295,22,295_spot_unacceptable_bigger_difference,"['spot', 'unacceptable', 'bigger', 'difference', 'don look', 'eh', 'look like', 'sitting', 'everybody', 'supposed']","['You’re in my spot.', 'You’re in my spot.', 'You’re in my spot.']"
296,22,296_genius_insist_just need_brings,"['genius', 'insist', 'just need', 'brings', 'read', 'monster', 'success', 'proper', 'failure', 'research']","['Thank you, Penny. You know, I just need to keep reminding myself that Bert’s success is not my failure.', 'Hey, it’s not even called the Genius Grant, it’s the MacArthur Fellowship. Just like it’s not Frankenstein, it’s Frankenstein’s Monster. Which brings us back to that hulking simpleton over there. And if anyone’s a genius, it’s me for the way I brought that full circle.', 'Hey, it’s not even called the Genius Grant, it’s the MacArthur Fellowship. Just like it’s not Frankenstein, it’s Frankenstein’s Monster. Which brings us back to that hulking simpleton over there. And if anyone’s a genius, it’s me for the way I brought that full circle.']"
297,22,297_fun_whoa_mood_know good,"['fun', 'whoa', 'mood', 'know good', 'finding', 'tickle', 'english', 'language', 'lucky', 'haven']","['Whoa, whoa! Now you’re making fun of my bona fides?', 'Do you know, I’m such a good mood, I’m actually finding your tenuous grasp of the English language folksy and charming today.', 'Do you know, I’m such a good mood, I’m actually finding your tenuous grasp of the English language folksy and charming today.']"
298,22,298_morning_test_say hello_let just,"['morning', 'test', 'say hello', 'let just', 'good time', 'good morning', 'afternoon', 'avoid', 'laughing', 'thirty']","['Is it morning?', 'Morning.', 'Morning.']"
299,21,299_experiment_breakfast_egg_begins,"['experiment', 'breakfast', 'egg', 'begins', 'immediately', 'perform', 'determine', 'starts', 'burn', 'taste']","['This isn’t breakfast, it’s an experiment.', 'It’s an experiment.', 'It’s an experiment.']"
300,21,300_solved_body_google_intellect,"['solved', 'body', 'google', 'intellect', 'path', 'normal', 'remain', 'lonely', 'strangers', 'accidentally']","['That is true. I have a higher than normal body density. If I run too deep a bath, I drown.', 'Excuse me, but the problem is not solved. If your head had been accidentally amputated, and we transplanted a dog’s head in its place, would that be “problem solved”?', 'Excuse me, but the problem is not solved. If your head had been accidentally amputated, and we transplanted a dog’s head in its place, would that be “problem solved”?']"
301,21,301_clothes_event_woman_star trek,"['clothes', 'event', 'woman', 'star trek', 'trek', 'cern', 'link', 'ex', 'plane', 'beautiful']","['Based on the number of awkward encounters I’ve had with strange men leaving her apartment in the morning, plus the number of times she’s returned home wearing the same clothes she wore the night before…', 'Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman’s ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?', 'Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman’s ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?']"
302,21,302_afraid_crazy_story_haven,"['afraid', 'crazy', 'story', 'haven', 'believe', 'coming', 'tell', 'apparently', 'thing', 'yes']","['Okay, you got it. See, I was afraid it was a thinker.', 'Am I? Let me tell you a story.', 'Am I? Let me tell you a story.']"
303,21,303_sister_right good_twin_seek,"['sister', 'right good', 'twin', 'seek', 'accurate', 'closed', 'settle', 'cow', 'accidentally', 'mother']","['Oh. Well, I suppose I do think of you as a sister. And sometimes, a mother.', 'I’m not ignoring my sister. I’m ignoring all of you.', 'I’m not ignoring my sister. I’m ignoring all of you.']"
304,21,304_experience_recommend_pretty good_sounds,"['experience', 'recommend', 'pretty good', 'sounds', 'brings', 'journey', 'oh think', 'planned', 'ruined', 'pretend']","['Yes. I decided to find a way that I could have this experience and enjoy it.', 'Yeah, I have to say, it is nice to share this experience with someone who’s on the same journey. Although right now ours is testing off the charts while yours is floating around in its own waste.', 'Yeah, I have to say, it is nice to share this experience with someone who’s on the same journey. Although right now ours is testing off the charts while yours is floating around in its own waste.']"
305,21,305_watch_wants_type_negative,"['watch', 'wants', 'type', 'negative', 'embarrassing', 'unlikely', 'mistake', 'odd', 'form', 'possibility']","['The conductor and I have the same pocket watch.', 'No, but maybe she wants a man with a pocket watch.', 'No, but maybe she wants a man with a pocket watch.']"
306,21,306_standing_mask_strangers_yeah ve,"['standing', 'mask', 'strangers', 'yeah ve', 'speech', 'fear', 'forever', 'pasadena', 'cheese', 'genius']","['You’re just using food to mask the fear that you’re fundamentally unlovable and therefore going to be alone forever.', 'Because I have no interest in standing in the Rose Room of the Pasadena Marriott in front of a group of judgemental strangers, who wouldn’t recognise true genius if it were standing in front of them giving a speech. Which, if I were there, it would be.', 'Because I have no interest in standing in the Rose Room of the Pasadena Marriott in front of a group of judgemental strangers, who wouldn’t recognise true genius if it were standing in front of them giving a speech. Which, if I were there, it would be.']"
307,21,307_wedding_ha_force_mouse,"['wedding', 'ha', 'force', 'mouse', 'sharing', 'ha ha', 'phone', 'bringing', 'roommate', 'experiencing']","['Ha-ha, you have to go to a wedding.', 'Hey, good news, I just got off the phone with my mother. She is coming to the wedding.', 'Hey, good news, I just got off the phone with my mother. She is coming to the wedding.']"
308,21,308_food_mouth_culture_web,"['food', 'mouth', 'culture', 'web', 'century', 'bringing', 'standard', 'drop', 'tuesday', 'individual']","['This is Thai food.', 'Also, you’re tasked with bringing home all takeout dinners. Tonight is Thai food. You’ll find the standard order in appendix B or downloadable from my FTP server. If you have any questions, here’s the FAQ sheet, or if you prefer the human touch, I do a live web chat called Apartment Talk on Tuesday nights.', 'Also, you’re tasked with bringing home all takeout dinners. Tonight is Thai food. You’ll find the standard order in appendix B or downloadable from my FTP server. If you have any questions, here’s the FAQ sheet, or if you prefer the human touch, I do a live web chat called Apartment Talk on Tuesday nights.']"
309,21,309_begin_right just_truth_stuff,"['begin', 'right just', 'truth', 'stuff', 'start', 'cool', 'shall', 'wouldn', 'thing', 'thought']","['And begin.', 'And begin.', 'Where do I begin?']"
310,21,310_leonard penny_quality_penny_bernadette,"['leonard penny', 'quality', 'penny', 'bernadette', 'relationships', 'mark', 'assumed', 'kept', 'leonard', 'circle']","[' Leonard and Penny. Leonard and Penny. Leonard and Penny.', ' Leonard and Penny. Leonard and Penny. Leonard and Penny.', ' Leonard and Penny. Leonard and Penny. Leonard and Penny.']"
311,21,311_bed_grown man_negative_closer,"['bed', 'grown man', 'negative', 'closer', 'come home', 'straight', 'fourth', 'grown', 'darn', 'scared']","['But I don’t want to go to bed.', 'Yeah, darn straight, you can’t. Try to tell a grown man to go to sleep.', 'Yeah, darn straight, you can’t. Try to tell a grown man to go to sleep.']"
312,21,312_opinion_difference_want know_wrong,"['opinion', 'difference', 'want know', 'wrong', 'honest', 'true', 'right right', 'want', 'matter', 'point']","['That is your opinion.', 'That’s your opinion.', 'That is the prevailing opinion.']"
313,20,313_college_failed_attempt_wondering,"['college', 'failed', 'attempt', 'wondering', 'history', 'professional', 'opposite', 'learn', 'ill', 'education']","['Your failed attempt to go back to college?', 'I’m just wondering if you really gave it the old college try? Or in your case the old community college try?', 'I’m just wondering if you really gave it the old college try? Or in your case the old community college try?']"
314,20,314_guide_alien_lived_saturday,"['guide', 'alien', 'lived', 'saturday', 'wake', 'carbon', 'bowl', 'added', 'intellect', 'alpha']","['Every Saturday since we have lived in this apartment, I have awakened at 6:15, poured myself a bowl of cereal, added a quarter cup of 2% milk, sat on this end of this couch, turned on BBC America and watched Doctor Who.', 'We pretend we’re aliens. I’m not the best at reading facial cues, but I’m gonna say that you love it and want to hear more. Now, in the beloved novel Hitchhiker’s Guide to the Galaxy, an alien named Ford Prefect pretended to be human in order to blend in so that he could write an entry about Earth for The Hitchhiker’s Guide to the Galaxy, which is a travel book within the actual book, which is also called The Hitchhiker’s Guide to the Galaxy.', 'We pretend we’re aliens. I’m not the best at reading facial cues, but I’m gonna say that you love it and want to hear more. Now, in the beloved novel Hitchhiker’s Guide to the Galaxy, an alien named Ford Prefect pretended to be human in order to blend in so that he could write an entry about Earth for The Hitchhiker’s Guide to the Galaxy, which is a travel book within the actual book, which is also called The Hitchhiker’s Guide to the Galaxy.']"
315,20,315_awkward_uncomfortable_make feel_loving,"['awkward', 'uncomfortable', 'make feel', 'loving', 'foot', 'feelings', 'social', 'conversation', 'reference', 'don think']","['All right, so less or equally awkward, got it.', 'That was awkward, right?', 'That was awkward, right?']"
316,20,316_want hear_don want_want talk_subject,"['want hear', 'don want', 'want talk', 'subject', 'rendered', 'hug', 'changing', 'fear', 'talking', 'll tell']","['But I sense you’re going to and I don’t want to hear about it. Excuse me.', 'I don’t want to hear this.', 'I don’t want to hear this.']"
317,20,317_punch_instead_facebook_studies,"['punch', 'instead', 'facebook', 'studies', 'dressed', 'race', 'education', 'hoping', 'including', 'exist']","['Despite what her Bible says, recent archaeological studies indicate that although camels are referenced in the Old Testament, they didn’t exist in the Middle East until hundreds of years later.', 'No. I had a date with a proper education. Instead of a tuxedo, I dressed myself in good habits. Instead of spiked punch, I enjoyed the intoxicating flavour of knowledge. Instead of dancing in a gym, I shook my bootyto the seductive rhythms…', 'No. I had a date with a proper education. Instead of a tuxedo, I dressed myself in good habits. Instead of spiked punch, I enjoyed the intoxicating flavour of knowledge. Instead of dancing in a gym, I shook my bootyto the seductive rhythms…']"
318,20,318_kripke_ha_zoo_ha ha,"['kripke', 'ha', 'zoo', 'ha ha', 'fail', 'asks', 'granted', 'reaction', 'structure', 'poison']","['Kripke, you know, of all the people, Barry Kripke. I’m so… Are you folding that like a crazy person to get me to do it for you?', 'Kripke?', 'Kripke.']"
319,20,319_choice_painting_excellent_did just,"['choice', 'painting', 'excellent', 'did just', 'favour', 'oh come', 'said said', 'fair', 'run', 'asked']","['Excellent choice.', 'Excellent choice.', 'Excellent choice.']"
320,20,320_roll_didn think_curiosity_handle,"['roll', 'didn think', 'curiosity', 'handle', 'catch', 'accept', 'oh just', 'think think', 'll just', 'going come']","['I’ll just roll for you.', 'It’s also your roll.', 'It’s also your roll.']"
321,20,321_remarkable_leap_amazing_unique,"['remarkable', 'leap', 'amazing', 'unique', 'greatest', 'bear', 'basic', 'technology', 'cute', 'yeah know']","['You look amazing. I mean, this resolution is remarkable.', 'I wouldn’t say amazing. At best, it’s a modest leap forward from the basic technology that gave us Country Bear Jamboree.', 'I wouldn’t say amazing. At best, it’s a modest leap forward from the basic technology that gave us Country Bear Jamboree.']"
322,20,322_food_eating_midnight_oh sure,"['food', 'eating', 'midnight', 'oh sure', 'monster', 'figured', 'afternoon', 'meal', 'oh wait', 'schedule']","['Oh, wait, wait, shouldn’t we just eat? You know, I mean, God did take time out of his busy schedule to bless these Sloppy Joes.', 'Yeah, and you’re still eating our food.', 'Yeah, and you’re still eating our food.']"
